csv_code,ref_id,variable,survey_year,topic,selection_source,question,feature_group,year_num
C5531700,C55317.00,ANTIP2012,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,2012.0
C5531800,C55318.00,ANTIZX2012,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,2012.0
C5531900,C55319.00,ANTIZ2012,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,2012.0
C5764400,C57644.00,MS-BPI-04,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2012.0
C5764600,C57646.00,MS-BPI-06,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2012.0
C5765000,C57650.00,MS-BPI-10,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2012.0
C5765100,C57651.00,MS-BPI-11,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2012.0
C5765300,C57653.00,MS-BPI-13,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2012.0
C5765900,C57659.00,MS-BPI-19,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2012.0
Y2875503,Y28755.03,Q13-3A.01~000004,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2012.0
Y2875505,Y28755.05,Q13-3A.01~000006,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2012.0
Y2875603,Y28756.03,Q13-3A.02~000004,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2012.0
Y2875605,Y28756.05,Q13-3A.02~000006,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2012.0
Y2875703,Y28757.03,Q13-3A.03~000004,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2012.0
Y2875705,Y28757.05,Q13-3A.03~000006,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2012.0
Y2875803,Y28758.03,Q13-3A.04~000004,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2012.0
Y2875805,Y28758.05,Q13-3A.04~000006,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2012.0
Y2875903,Y28759.03,Q13-3A.05~000004,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2012.0
Y2875905,Y28759.05,Q13-3A.05~000006,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2012.0
Y2876003,Y28760.03,Q13-3A.06~000004,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2012.0
Y2876005,Y28760.05,Q13-3A.06~000006,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2012.0
Y2876103,Y28761.03,Q13-3C.01~000010,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2012.0
Y2876104,Y28761.04,Q13-3C.01~000011,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2012.0
Y2876203,Y28762.03,Q13-3C.02~000010,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2012.0
Y2876204,Y28762.04,Q13-3C.02~000011,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2012.0
Y2876303,Y28763.03,Q13-3C.03~000010,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2012.0
Y2876304,Y28763.04,Q13-3C.03~000011,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2012.0
Y2876403,Y28764.03,Q13-3C.04~000010,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2012.0
Y2876404,Y28764.04,Q13-3C.04~000011,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2012.0
Y2876503,Y28765.03,Q13-3C.05~000010,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2012.0
Y2876504,Y28765.04,Q13-3C.05~000011,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2012.0
Y2876603,Y28766.03,Q13-3C.06~000010,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2012.0
Y2876604,Y28766.04,Q13-3C.06~000011,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2012.0
Y2876700,Y28767.00,Q13-3D.01~000013,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2012.0
Y2876800,Y28768.00,Q13-3D.02~000013,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2012.0
Y2876900,Y28769.00,Q13-3D.03~000013,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2012.0
Y2877000,Y28770.00,Q13-3D.04~000013,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2012.0
Y2877100,Y28771.00,Q13-3D.05~000013,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2012.0
Y2877200,Y28772.00,Q13-3D.06~000013,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2012.0
Y2877300,Y28773.00,Q13-3E.01~000019,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2012.0
Y2877400,Y28774.00,Q13-3E.02~000019,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2012.0
Y2877500,Y28775.00,Q13-3E.03~000019,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2012.0
Y2877600,Y28776.00,Q13-3E.04~000019,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2012.0
Y2877700,Y28777.00,Q13-3E.05~000019,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2012.0
Y2877800,Y28778.00,Q13-3E.06~000019,2012,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2012.0
C5766800,C57668.00,MS-BPI-28,2012,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2012.0
Y2877903,Y28779.03,Q13-3F.01~000028,2012,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2012.0
Y2878003,Y28780.03,Q13-3F.02~000028,2012,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2012.0
Y2878103,Y28781.03,Q13-3F.03~000028,2012,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2012.0
Y2878203,Y28782.03,Q13-3F.04~000028,2012,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2012.0
Y2878303,Y28783.03,Q13-3F.05~000028,2012,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2012.0
Y2878403,Y28784.03,Q13-3F.06~000028,2012,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2012.0
C5525400,C55254.00,CRES2012,2012,"Household, Geography & Demographics",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,USUAL RESIDENCE OF CHILD,family/home,2012.0
C5527600,C55276.00,NH6_112012,2012,"Parents, Family Process & Childhood",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,# HOUSEHOLD MEMBERS AGED 6 - 11 IN HOUSEHOLD OF MOTHER,family/home,2012.0
Y2892400,Y28924.00,Q14-16,2012,Health,quick_curated_logit_predictor; team_feature_lasso_top30,WHEN R LAST SAW DOCTOR FOR TREATMENT OF AN ILLNESS,health,2012.0
Y2939300,Y29393.00,Q16-11D,2012,Other / Unclassified,quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,TREATMENT BY OTHERS:  HOW OFTEN PEOPLE HAVE ACTED AS IF THEY THINK,other,2012.0
Y2964011,Y29640.11,YASR-72A~000012,2012,Other / Unclassified,quick_curated_logit_predictor; substantive_lasso_top30,WHO R WOULD TURN TO FOR HELP WITH EMOTIONAL OR PERSONAL PROBLEM -,other,2012.0
C5693600,C56936.00,CSAS024A,2012,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON,peer/neighborhood,2012.0
C5695700,C56957.00,CSAS040B,2012,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,prior delinquency/contact,2012.0
Y2958300,Y29583.00,YASR-60C,2012,Crime & Substance Use,crime_related_variable,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED,prior delinquency/contact,2012.0
Y2959800,Y29598.00,YASR-65A~000001,2012,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,prior delinquency/contact,2012.0
Y2959801,Y29598.01,YASR-65A~000002,2012,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,prior delinquency/contact,2012.0
Y2959802,Y29598.02,YASR-65A~000003,2012,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,prior delinquency/contact,2012.0
Y2959804,Y29598.04,YASR-65A~000005,2012,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,prior delinquency/contact,2012.0
Y2960000,Y29600.00,YASR-67,2012,Crime & Substance Use,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,prior delinquency/contact,2012.0
Y2959900,Y29599.00,YASR-66,2012,Other / Unclassified,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS,prior delinquency/contact,2012.0
Y2674500,Y26745.00,Q4-5AA,2012,Crime & Substance Use,crime_related_variable,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY,school/achievement,2012.0
Y2674600,Y26746.00,Q4-5AB,2012,Crime & Substance Use,crime_related_variable,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON,school/achievement,2012.0
Y2959200,Y29592.00,YASR-61B,2012,Crime & Substance Use,crime_related_variable,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,school/achievement,2012.0
C5675400,C56754.00,SCHL-15,2012,"Education, Training & Achievement Scores",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,SCHOOL: HOW OFTEN DOES TEACHER GIVE CHILD HOMEWORK,school/achievement,2012.0
C5696000,C56960.00,CSAS040E,2012,"Education, Training & Achievement Scores",crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON,school/achievement,2012.0
Y2958600,Y29586.00,YASR-60F,2012,"Education, Training & Achievement Scores",crime_related_variable,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,school/achievement,2012.0
Y2961700,Y29617.00,YASR-69B,2012,Crime & Substance Use,crime_related_variable,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?,socioeconomic/work,2012.0
C5699400,C56994.00,CSAS056B,2012,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,substance/risk behavior,2012.0
C5699600,C56996.00,CSAS057B,2012,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN,substance/risk behavior,2012.0
C5700200,C57002.00,CSAS063,2012,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,substance/risk behavior,2012.0
Y2959806,Y29598.06,YASR-65A~000007,2012,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,substance/risk behavior,2012.0
Y2959807,Y29598.07,YASR-65A~000008,2012,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,substance/risk behavior,2012.0
C6034500,C60345.00,MS-BPI-31,2014,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2014.0
Y3248901,Y32489.01,Q13-3G.01~000026,2014,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2014.0
Y3249001,Y32490.01,Q13-3G.02~000026,2014,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2014.0
Y3249101,Y32491.01,Q13-3G.03~000026,2014,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2014.0
Y3249201,Y32492.01,Q13-3G.04~000026,2014,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2014.0
Y3249301,Y32493.01,Q13-3G.05~000026,2014,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2014.0
Y3249401,Y32494.01,Q13-3G.06~000026,2014,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2014.0
C5806800,C58068.00,BPMIS22014,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,behavioral/externalizing,2014.0
C5806900,C58069.00,BPEXTR2014,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2014.0
C5807400,C58074.00,BPEXTP2014,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,2014.0
C5807500,C58075.00,BPEXTZ2014,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2014.0
C5807700,C58077.00,ANTI2014,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,2014.0
C5807800,C58078.00,ANTIPX2014,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,2014.0
C5807900,C58079.00,ANTIP2014,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,2014.0
C5808000,C58080.00,ANTIZX2014,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,2014.0
C5808100,C58081.00,ANTIZ2014,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,2014.0
C6031700,C60317.00,MS-BPI-04,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2014.0
C6031900,C60319.00,MS-BPI-06,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2014.0
C6032300,C60323.00,MS-BPI-10,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2014.0
C6032400,C60324.00,MS-BPI-11,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2014.0
C6032600,C60326.00,MS-BPI-13,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2014.0
C6033200,C60332.00,MS-BPI-19,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2014.0
Y3245903,Y32459.03,Q13-3A.01~000004,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2014.0
Y3245905,Y32459.05,Q13-3A.01~000006,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2014.0
Y3246003,Y32460.03,Q13-3A.02~000004,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2014.0
Y3246005,Y32460.05,Q13-3A.02~000006,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2014.0
Y3246103,Y32461.03,Q13-3A.03~000004,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2014.0
Y3246105,Y32461.05,Q13-3A.03~000006,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2014.0
Y3246203,Y32462.03,Q13-3A.04~000004,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2014.0
Y3246205,Y32462.05,Q13-3A.04~000006,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2014.0
Y3246303,Y32463.03,Q13-3A.05~000004,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2014.0
Y3246305,Y32463.05,Q13-3A.05~000006,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2014.0
Y3246403,Y32464.03,Q13-3A.06~000004,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2014.0
Y3246405,Y32464.05,Q13-3A.06~000006,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2014.0
Y3246503,Y32465.03,Q13-3C.01~000010,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2014.0
Y3246504,Y32465.04,Q13-3C.01~000011,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2014.0
Y3246603,Y32466.03,Q13-3C.02~000010,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2014.0
Y3246604,Y32466.04,Q13-3C.02~000011,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2014.0
Y3246703,Y32467.03,Q13-3C.03~000010,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2014.0
Y3246704,Y32467.04,Q13-3C.03~000011,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2014.0
Y3246803,Y32468.03,Q13-3C.04~000010,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2014.0
Y3246804,Y32468.04,Q13-3C.04~000011,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2014.0
Y3246903,Y32469.03,Q13-3C.05~000010,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2014.0
Y3246904,Y32469.04,Q13-3C.05~000011,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2014.0
Y3247003,Y32470.03,Q13-3C.06~000010,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2014.0
Y3247004,Y32470.04,Q13-3C.06~000011,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2014.0
Y3247100,Y32471.00,Q13-3D.01~000013,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2014.0
Y3247200,Y32472.00,Q13-3D.02~000013,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2014.0
Y3247300,Y32473.00,Q13-3D.03~000013,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2014.0
Y3247400,Y32474.00,Q13-3D.04~000013,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2014.0
Y3247500,Y32475.00,Q13-3D.05~000013,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2014.0
Y3247600,Y32476.00,Q13-3D.06~000013,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2014.0
Y3247700,Y32477.00,Q13-3E.01~000019,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2014.0
Y3247800,Y32478.00,Q13-3E.02~000019,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2014.0
Y3247900,Y32479.00,Q13-3E.03~000019,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2014.0
Y3248000,Y32480.00,Q13-3E.04~000019,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2014.0
Y3248100,Y32481.00,Q13-3E.05~000019,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2014.0
